id,name,affiliation,pubs_count,est_cits,h_index,rank,ranked_by,in_field_pubs_count,in_field_est_cits,in_field_h_index
2145119366,W. Russell Neuman,University of Michigan,51,11234,22,51,h_index,3,661,3
2145346352,Ozgur B. Akan,University of Cambridge,265,9520,49,52,h_index,4,293,3
2148419771,Marie L. Radford,Rutgers University,67,1816,17,53,h_index,3,256,3
2153765186,H. Martin Schaefer,University of Freiburg,126,4818,36,54,h_index,4,147,3
2159843194,Judee K. Burgoon,University of Arizona,331,25019,75,55,h_index,3,1319,3
2163454322,Donald C. Shields,University of Missouri–St. Louis,15,611,13,56,h_index,3,115,3
2167649486,Darcy M. Bullock,University of Texas at Arlington,803,14365,62,57,h_index,3,36,3
2167671714,Philip A. Chou,Microsoft,259,18933,70,58,h_index,5,310,3
2173095772,Albrecht Reichle,University of Regensburg,151,4576,30,59,h_index,3,23,3
2177386065,William J. Kinsella,University College Dublin,33,372,10,60,h_index,3,38,3
2190072679,Graham Cormode,University of Warwick,229,14648,62,61,h_index,4,180,3
2194521099,François Cooren,Université de Montréal,104,5434,27,62,h_index,3,674,3
2230956045,Young Yun Kim,University of Oklahoma,52,3949,18,63,h_index,3,872,3
2259903234,Albert L. Lederer,University of Kentucky,140,11095,49,64,h_index,3,199,3
2260620501,Thomas F. Stafford,Louisiana Tech University,101,4360,21,65,h_index,3,185,3
2262593158,Klaus Bruhn Jensen,University of Copenhagen,106,5232,22,66,h_index,6,153,3
2271601855,James V. Krogmeier,Purdue University,174,2293,19,67,h_index,3,36,3
2289435182,Robert E. Kalaba,University of Southern California,484,12469,53,68,h_index,3,120,3
2300053937,Jonathan Cohen,University of Haifa,58,4971,22,69,h_index,3,353,3
2306237498,Matthew K. Franklin,"University of California, Davis",89,17624,38,70,h_index,4,485,3
2310045362,Dianna L. Newman,University of Nebraska–Lincoln,21,643,9,71,h_index,3,161,3
2311384390,Feng Bao,"Agency for Science, Technology and Research",176,5657,33,72,h_index,3,176,3
2341666494,Deirdre Wilson,University College London,95,37775,47,73,h_index,3,137,3
2345276214,Mandoye Ndoye,Tuskegee University,31,109,5,74,h_index,3,36,3
2408891669,Neil J. A. Sloane,AT&T,300,46565,72,75,h_index,6,257,3
2444083299,Leslie A. Baxter,University of Iowa,123,10553,55,76,h_index,3,212,3
2624097994,Lawrence Grossberg,University of North Carolina at Chapel Hill,121,9484,29,77,h_index,3,33,3
2642251227,Dennis Gabor,College of Science and Technology,83,21232,27,78,h_index,4,11862,3
2721350989,Denis McQuail,University of Amsterdam,64,8040,22,79,h_index,5,1941,3
2921363099,Marvin K. Simon,Jet Propulsion Laboratory,228,38744,69,80,h_index,4,1064,3
2950296041,Gary E. Kopec,Xerox,43,1945,19,81,h_index,5,406,3
2994013058,Betteke van Ruler,University of Amsterdam,13,854,11,82,h_index,3,108,3
2994462314,Charles R. Berger,"University of California, Davis",10,1618,9,83,h_index,3,305,3
3457627,Alberto Speranzon,Royal Institute of Technology,62,1632,15,84,h_index,2,333,2
14212318,Ian I. Mitroff,University of Southern California,279,14450,57,85,h_index,2,87,2
37595673,Ian F. Akyildiz,Georgia Institute of Technology,575,106548,120,86,h_index,3,1132,2
65538393,Oded Goldreich,Weizmann Institute of Science,374,57968,100,87,h_index,3,227,2
69241910,Ned J. Corron,,73,1193,17,88,h_index,3,71,2
72688178,Rolv Mikkel Blakar,University of Oslo,37,517,10,89,h_index,2,13,2
88381148,Ștefan Vlăduțescu,University of Craiova,36,114,7,90,h_index,3,26,2
112142349,Scott Craver,Binghamton University,57,2379,14,91,h_index,2,250,2
112709285,Francesco Delli Priscoli,Sapienza University of Rome,111,1478,19,92,h_index,2,16,2
113721321,Dariush Divsalar,California Institute of Technology,245,19489,60,93,h_index,5,106,2
177857792,Eric Filiol,French Institute for Research in Computer Science and Automation,29,413,7,94,h_index,2,56,2
178434601,Augusta C. Yrle,University of New Orleans,14,352,7,95,h_index,2,155,2
192274276,Jürgen Bajorath,University of Bonn,668,24463,71,96,h_index,2,125,2
192825306,Christopher Gauker,University of Salzburg,63,713,13,97,h_index,3,37,2
201828038,Dan Boneh,Stanford University,330,76146,118,98,h_index,2,480,2
216106550,Michihiko Minoh,Kyoto University,172,1030,15,99,h_index,2,8,2
227638363,João Carlos Gluz,Universidade do Vale do Rio dos Sinos,76,206,7,100,h_index,2,13,2
