AuthorID,AuthorName,Count_cited
RNDtSG8AAAAJ,Paul Timothy Furgale,3497
D7oYCdcAAAAJ,Jess G. Snedeker,3494
1CCaBwQAAAAJ,Salvador Pané,3466
DO3quJYAAAAJ,Marco Hutter,3465
5JGq9MgAAAAJ,Luca Alloatti,3444
aJJab8oAAAAJ,Manu Kapur,3427
egxlLOcAAAAJ,Aldo Ferrari,3424
qqyPXroAAAAJ,Joseph M. Renes,3399
qAWdT1UAAAAJ,Andreas Fichtner,3396
li-ayVAAAAAJ,Xing Huang,3391
DehSWr8AAAAJ,Stefan Zoller,3385
x0cP2v0AAAAJ,Markus Achtelik,3370
XOSusjcAAAAJ,Tobias Fuhrer,3363
AJNblUEAAAAJ,Matthias Schäfer,3343
dWifyYoAAAAJ,Georgian Nedelcu,3341
MJNz2p4AAAAJ,Francesca Pellicciotti,3340
Krp2MewAAAAJ,Lars Steffen,3328
cWZjPCUAAAAJ,Wei Yi,3300
LHfLNuEAAAAJ,Dmitri Ivanov,3291
os-cn9cAAAAJ,Christian Franck,3285
jYjqPqkAAAAJ,Jing Wang,3251
ojiQ3IoAAAAJ,Andre Kahles,3247
tDzMUBcAAAAJ,Sharon Mitchell,3201
HRppEBIAAAAJ,Peter Molnar,3180
GkXqbmMAAAAJ,Ce Zhang,3158
0RycFIIAAAAJ,Kai Zhang,3149
8tTFdRUAAAAJ,Sebastian D. Huber,3139
ETSM3LYAAAAJ,G Anagnostou,3138
ceOWqOEAAAAJ,Yoko Yamakoshi,3107
CzBzw4cAAAAJ,Christof Bigler,3100
1JGmalgAAAAJ,Michal Okoniewski,3095
fymm-XQAAAAJ,Arnulf Jentzen,3057
aSGarZkAAAAJ,Max Albert Knus,3024
NoxwkN4AAAAJ,Motohiko Murakami,3006
oCHzfq4AAAAJ,Ronald Peikert,2966
B7a3YiYAAAAJ,Oded Zilberberg,2965
djAn90IAAAAJ,Philippe Block,2962
FImTr9AAAAAJ,Jessica Stapley,2895
zlnoh2MAAAAJ,Daniel Farinotti,2882
LSSjK0cAAAAJ,Christoph Vorburger,2879
ytj7UUcAAAAJ,Michele Magno,2873
Dxe39vIAAAAJ,Christina Spengler,2859
ThJ-Ju4AAAAJ,David Steurer,2826
Fx5YFc0AAAAJ,Christopher Eichler,2824
tYCOCp0AAAAJ,Christoph Hoelscher,2818
6bkj2pkAAAAJ,Michael Balmer,2817
YL-j-MYAAAAJ,Cecilia Mondelli,2814
eVH3fiYAAAAJ,Rachel Grange,2811
nw-CJVIAAAAJ,Roland Kölliker,2803
7l6YL0cAAAAJ,Elisabeth Truernit,2803
RFOOllwAAAAJ,Barbara Solenthaler,2793
KpAZsC8AAAAJ,Markus Schuppler,2772
_6YXnsYAAAAJ,Lukas Meier,2767
tXCh3GkAAAAJ,Gerald Schwank,2752
5Q2grMIAAAAJ,Francesco Corman,2742
U0DoU6IAAAAJ,Bernd Gärtner,2691
mDhtEYwAAAAJ,Alessandro Vindigni,2689
iOIoG8oAAAAJ,Dorota Koziej,2683
8nfnJW0AAAAJ,Vincenzo Picotti,2680
R9iImZoAAAAJ,Sreenath Bolisetty,2673
SWuDHGsAAAAJ,Tobias S Schmidt,2665
5uMeAowAAAAJ,Silvia Campioni,2662
AYM_whEAAAAJ,Paolo Arosio,2655
VHWpui0AAAAJ,Ge Tan,2651
sX31JjwAAAAJ,Prof. Dr. Stelian Coros,2640
g3UpmeoAAAAJ,Afonso S. Bandeira,2635
FmEqyNcAAAAJ,Siddhartha Mishra,2625
o1a768UAAAAJ,Stefan Ochsenbein,2598
HltAL_EAAAAJ,Lennart Opitz,2598
tsjEDxMAAAAJ,Rémi Desbuquois,2594
J1Mbr7UAAAAJ,Simone Fatichi,2591
fYERgqsAAAAJ,Jake M. Alexander,2589
njC18jMAAAAJ,Jochen Klumpp,2579
EJrkYn8AAAAJ,Michael A. Ewing,2578
-kSTt40AAAAJ,Shuhang Gu,2568
M_VZBvsAAAAJ,Thomas Willwacher,2546
AsTKtBcAAAAJ,Peter Wolf,2538
tivZXkMAAAAJ,Francesco Marass,2532
vvsKvlkAAAAJ,Urs Kradolfer,2506
F55jDV0AAAAJ,Daniel Ahmed,2501
08oNF8AAAAAJ,Ori Bar-Nur,2496
NHgsU_IAAAAJ,Nora C Toussaint,2495
2Lws6e8AAAAJ,Berend Snijder,2488
hIVXn-EAAAAJ,Jonathan Home,2488
aLDmmcYAAAAJ,Bruno MB Henriques,2463
f196u4IAAAAJ,Valentina Boeva,2443
I1eJUa0AAAAJ,Andreas Ulbig,2441
nwRZpzEAAAAJ,Effy Vayena,2423
2n9Mwt8AAAAJ,Eleni Chatzi,2414
uyCsSAEAAAAJ,Laurent Vanbever,2384
k95q-PMAAAAJ,Clara Sanchez-Rodriguez,2383
qoqUk0UAAAAJ,Max L. Ahnen,2377
dx3lKAsAAAAJ,Thomas Schöps,2372
EtRNV4MAAAAJ,Fred Damberger,2367
pIoPb7sAAAAJ,Ankit Singla,2359
dPByWfUAAAAJ,Elisa Araldi,2355
8Kk7gZUAAAAJ,Christine Tanner,2345
UAxJH-sAAAAJ,Morgan Trassin,2334
V7yA_rcAAAAJ,Robert Finger,2332
LQ9shMMAAAAJ,Dominik Bortis,2320
sxLG1rgAAAAJ,Jan Dirk Wegner,2285
aOns5HQAAAAJ,Cesar Cadena,2282
f_dNapIAAAAJ,Sebastiano Cantalupo,2282
7ZvjRQIAAAAJ,Markus Kalisch,2277
vk4hm2YAAAAJ,Brunner Patrick C.,2268
H0FziiQAAAAJ,Dominik Hangartner,2258
E0mTnyYAAAAJ,Oliver Y. Martin,2251
GTHsaFAAAAAJ,Nils Trapp,2248
GoarRRwAAAAJ,Marloes Maathuis,2245
H8OqTBQAAAAJ,Andrea Frangi,2245
LUgjC-kAAAAJ,Petri Tanskanen,2244
kE8apbUAAAAJ,Simon E. Bull,2244
c78get8AAAAJ,Dirk-Jan van Manen,2236
qXsw4eoAAAAJ,Ueli Angst,2203
tng5MV8AAAAJ,Christian Monstein,2195
PnEZTe4AAAAJ,Stanisa Raspopovic,2179
qosS83IAAAAJ,Seyed-Mohsen Moosavi-Dezfooli,2166
tpjSNZAAAAAJ,Olivier Lambercy,2155
3BM2uf8AAAAJ,Stefan Knecht,2155
BhdE7XgAAAAJ,Aaron Ponti,2152
NmQKHXQAAAAJ,Daniel Spreng,2119
mhIyzagAAAAJ,vallotton p,2117
mrq_E8IAAAAJ,Johannes Bohacek,2117
CLpagIoAAAAJ,Christian Schöb,2104
40yP2FUAAAAJ,John Clinton,2103
hJdYhMYAAAAJ,Frank K. Gürkaynak,2098
2yjrfHAAAAAJ,Myriam Dunn Cavelty,2089
Ueo7hVcAAAAJ,Ronald Michalsky,2085
M4TIZq4AAAAJ,Kari Kostiainen,2084
3JKrq1kAAAAJ,Isabel Günther,2079
nFgkDcgAAAAJ,Douglas J. Bakkum,2072
40PEm08AAAAJ,Can Onur AVCI,2072
kNMjkfEAAAAJ,Shana J. Sturla,2066
U0-d8FAAAAAJ,Jakob Heinzle,2065
s6cwaBIAAAAJ,Vally Koubi,2062
MxSHdqQAAAAJ,Hans-Joachim Ruscheweyh,2058
QXeb7rYAAAAJ,"Arno Schlueter, Arno Schlüter",2051
hnoL9VUAAAAJ,Alexey Fedorov,2047
oQQlB_MAAAAJ,Rafael Polania,2042
OPDWUesAAAAJ,Anna Groner,2042
JvNE-rEAAAAJ,Paolo Penna,2039
NQpFKSYAAAAJ,Nils Alexander Lakomek,2039
BUvfT7cAAAAJ,Michael Van den Bergh,2032
EeXnRd0AAAAJ,Guillem Salazar,2024
hyqu-k0AAAAJ,Zhanyun Wang,2018
pQFfN38AAAAJ,Stefan Pfenninger,2004
2hKfvBkAAAAJ,"Shin Jae Lee, Shin Draper",2000
uQ1QnnIAAAAJ,Abdelhak Mansouri,1998
q8xEvtYAAAAJ,Josep Puigmartí-Luis,1998
ZA-1rh8AAAAJ,Benjamin Grewe,1998
wHe9YksAAAAJ,Edmondo Maria Benetti,1997
wK3xGwIAAAAJ,Lorenz Meier,1996
tINFEEkAAAAJ,Marco Righettoni,1990
GhkXx1wAAAAJ,Daoling Peng,1989
uK53FGQAAAAJ,Andrea Censi,1986
qvcXv6AAAAAJ,Ulrich Weidmann,1984
EVjkvL0AAAAJ,Adrian Altenhoff,1973
IkCa3OsAAAAJ,Michael Burri,1948
0B1gYOsAAAAJ,Michael Prummer,1942
eLKkkLMAAAAJ,Smitha Krishnan,1933
x2sGuGcAAAAJ,Huizhang Guo,1931
9knV80QAAAAJ,Gisbert Wuestholz,1928
tHEPDUAAAAAJ,Philip Howes,1920
5jUjyLYAAAAJ,Andreas Kunz,1916
clPwfCMAAAAJ,Saverio Bolognani,1913
8O8w_fsAAAAJ,Andrés Ferrer,1912
bv1ijAwAAAAJ,Robert Boes,1912
5nCFTFgAAAAJ,Lukas Gudmundsson,1905
BSf9OLAAAAAJ,Melanie Zeilinger,1899
